227 , 232
173 , 178
167 , 172
165 , 169
164 , 168
162 , 166
160 , 163
159 , 161
157 , 158
154 , 155
152 , 152
150 , 149
147 , 145
145 , 141
143 , 137
141 , 133
139 , 128
138 , 123
137 , 118
137 , 112
137 , 107
137 , 100
138 , 96
141 , 96
141 , 96
138 , 96
136 , 100
136 , 106
135 , 111
136 , 116
137 , 122
138 , 127
140 , 131
142 , 136
144 , 140
147 , 144
149 , 147
151 , 150
154 , 153
155 , 156
157 , 158
158 , 160
160 , 162
161 , 163
161 , 164
161 , 164
163 , 165
163 , 166
164 , 166
163 , 166
162 , 165
161 , 163
161 , 163
159 , 161
157 , 159
157 , 158
155 , 156
154 , 154
152 , 151
150 , 148
148 , 145
146 , 142
145 , 138
143 , 134
141 , 130
141 , 126
140 , 121
140 , 116
140 , 110
141 , 105
142 , 101
143 , 98
142 , 97
141 , 99
140 , 103
139 , 108
138 , 114
138 , 119
139 , 124
140 , 129
142 , 134
144 , 138
146 , 142
148 , 146
151 , 150
152 , 153
155 , 157
157 , 159
160 , 163
161 , 165
163 , 167
164 , 169
166 , 171
167 , 172
167 , 173
168 , 174
168 , 175
168 , 175
167 , 175
167 , 175
167 , 175
166 , 174
164 , 173
163 , 172
161 , 171
159 , 169
157 , 168
154 , 165
151 , 163
148 , 161
146 , 159
142 , 156
139 , 154
135 , 152
131 , 150
126 , 148
122 , 146
117 , 145
111 , 143
97 , 134
96 , 140
96 , 146
96 , 151
96 , 154
96 , 154
96 , 151
96 , 145
96 , 139
96 , 134
105 , 137
115 , 143
120 , 145
125 , 147
129 , 149
134 , 152
137 , 154
141 , 156
144 , 159
147 , 160
149 , 162
152 , 164
153 , 166
154 , 166
156 , 168
156 , 168
158 , 169
159 , 170
159 , 170
158 , 169
159 , 171
158 , 170
157 , 168
155 , 166
155 , 167
154 , 166
152 , 165
149 , 162
146 , 160
145 , 159
142 , 157
138 , 155
134 , 152
131 , 151
127 , 149
124 , 148
119 , 147
115 , 147
109 , 146
98 , 141
96 , 145
96 , 151
96 , 154
96 , 154
96 , 151
96 , 146
96 , 140
105 , 142
113 , 145
118 , 146
123 , 147
128 , 149
132 , 151
136 , 153
140 , 156
143 , 157
146 , 159
150 , 162
153 , 164
156 , 166
158 , 168
161 , 170
161 , 170
164 , 172
164 , 173
166 , 174
167 , 175
168 , 175
168 , 175
168 , 175
168 , 175
